Name,Position,Market_Value,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls (90),Ast (90),G+A (90),G-PK (90),G+A-PK (90)
Edinson Cavani,Attack,-20000000.0,-6.0,-12.0,-12.0,-1075.0,-12.0,-25.0,-6.0,-31.0,-22.0,-3.0,-5.0,1.0,0.0,-12.0,52.0,-161.0,-0.8,-0.21,-1.01,-0.69,-0.9000000000000001
Edoardo Goldaniga,Defender,3000000.0,6.0,9.0,-5.0,-351.0,-3.9000000000000004,2.0,0.0,2.0,2.0,0.0,0.0,-5.0,-4.0,20.0,2.0,79.0,0.26,0.0,0.26,0.26,0.26
Eiji Kawashima,Goalkeeper,14750000.0,-10.0,-1.0,-2.0,-212.0,-2.3000000000000007,6.0,2.0,8.0,1.0,5.0,5.0,6.0,0.0,16.0,151.0,19.0,0.23,0.08,0.31,0.04,0.11
Elias Kachunga,Attack,1500000.0,4.0,-4.0,-3.0,-68.0,-0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,36.0,-72.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,Midfield,-7000000.0,9.0,-7.0,-11.0,-1036.0,-11.5,-1.0,0.0,-1.0,-1.0,0.0,0.0,3.0,0.0,11.0,-65.0,-13.0,0.010000000000000009,0.010000000000000002,0.03,0.010000000000000009,0.03
Elseid Hysaj,Defender,-22000000.0,6.0,-17.0,-17.0,-1505.0,-16.700000000000003,0.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-105.0,-144.0,-185.0,0.0,-0.03,-0.03,0.0,-0.03
Emanuele Giaccherini,Midfield,0.0,-2.0,6.0,2.0,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,-5.0,0.0,0.0,0.0,0.0,0.0
Emerson Hyndman,Midfield,7000000.0,10.0,23.0,23.0,2078.0,23.099999999999998,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,16.0,82.0,2.0,0.08,0.0,0.08,0.08,0.08
Emil Forsberg,Attack,-22000000.0,4.0,-17.0,-13.0,-1227.0,-13.6,-2.0,-2.0,-4.0,-1.0,-1.0,-1.0,0.0,-1.0,-36.0,-45.0,-92.0,-0.13,-0.13,-0.26,-0.07,-0.2
Emil Krafth,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Insúa,Defender,10000000.0,0.0,-14.0,-16.0,-1381.0,-15.299999999999999,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-48.0,-4.0,-68.0,0.0,0.03,0.03,0.0,0.03
Emiliano Moretti,Defender,2700000.0,-6.0,-4.0,-8.0,-770.0,-8.600000000000001,1.0,0.0,1.0,1.0,0.0,0.0,-5.0,0.0,13.0,-25.0,40.0,0.09,0.0,0.09,0.09,0.09
Emiliano Viviano,Goalkeeper,14000000.0,-5.0,-3.0,-5.0,-431.0,-4.800000000000001,4.0,1.0,5.0,4.0,0.0,0.0,10.0,0.0,26.0,72.0,8.0,0.18,0.05,0.23,0.18,0.23
Emmanuel Boateng,Attack,67000000.0,3.0,3.0,11.0,741.0,8.2,-5.0,2.0,-3.0,-5.0,0.0,0.0,1.0,0.0,10.0,109.0,-45.0,-0.38,0.09,-0.29,-0.38,-0.29
Emmanuel Imorou,Defender,700000.0,3.0,24.0,12.0,1151.0,12.799999999999999,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,18.0,16.0,87.0,0.15,0.0,0.15,0.08,0.08
Emre Can,Midfield,-28500000.0,9.0,1.0,0.0,175.0,2.0,-2.0,-3.0,-5.0,-2.0,0.0,0.0,-2.0,0.0,-79.0,-93.0,-44.0,-0.09,-0.13,-0.21999999999999997,-0.09,-0.21999999999999997
Emre Mor,Attack,-2500000.0,15.0,14.0,33.0,2534.0,28.1,25.0,6.0,31.0,16.0,9.0,10.0,-3.0,0.0,-28.0,49.0,230.0,0.59,-0.04000000000000001,0.55,0.33999999999999997,0.29
Enes Ünal,Attack,-5500000.0,12.0,26.0,24.0,2137.0,23.799999999999997,2.0,4.0,6.0,1.0,1.0,1.0,4.0,0.0,88.0,125.0,278.0,-0.04999999999999999,0.010000000000000009,-0.03999999999999998,-0.07999999999999999,-0.06999999999999998
Enis Bardhi,Attack,-9000000.0,9.0,-19.0,-11.0,-1083.0,-12.100000000000001,-9.0,-1.0,-10.0,-9.0,0.0,0.0,-7.0,0.0,-31.0,-71.0,-32.0,-0.51,-0.06,-0.57,-0.51,-0.57
Enock Kwateng,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrico Brignola,Attack,4500000.0,2.0,9.0,9.0,790.0,8.7,-3.0,-1.0,-4.0,-3.0,0.0,0.0,-3.0,1.0,30.0,34.0,-7.0,-0.2,-0.09,-0.29000000000000004,-0.2,-0.29000000000000004
Enzo Crivelli,Attack,19000000.0,5.0,5.0,3.0,429.0,4.700000000000001,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,35.0,62.0,92.0,-0.16999999999999998,0.23,0.06,-0.16999999999999998,0.06
Enzo Loiodice,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bailly,Defender,-30500000.0,6.0,23.0,25.0,2239.0,24.9,4.0,4.0,8.0,3.0,1.0,1.0,4.0,0.0,36.0,199.0,59.0,0.05000000000000002,0.11,0.16,0.020000000000000004,0.13
Eric Dier,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Maxim Choupo-Moting,Attack,37000000.0,-4.0,-2.0,-12.0,-841.0,-9.3,-3.0,-2.0,-5.0,-3.0,0.0,0.0,2.0,1.0,-14.0,10.0,-20.0,-0.07,-0.010000000000000009,-0.08000000000000002,-0.07,-0.08000000000000002
Erick Cabaco,Defender,1000000.0,4.0,1.0,-1.0,-46.0,-0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
Erick Pulgar,Midfield,54000000.0,-3.0,5.0,3.0,264.0,2.900000000000002,3.0,3.0,6.0,3.0,0.0,-1.0,-5.0,0.0,133.0,-63.0,334.0,0.07999999999999999,0.09,0.17,0.07999999999999999,0.17
Erik Pieters,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Thommy,Midfield,1000000.0,9.0,20.0,17.0,1826.0,20.299999999999997,3.0,-4.0,-1.0,3.0,0.0,0.0,6.0,0.0,-8.0,61.0,-50.0,-0.01999999999999999,-0.37,-0.39,-0.01999999999999999,-0.39
Esteban Granero,Midfield,-1500000.0,4.0,-9.0,3.0,126.0,1.4000000000000004,0.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-6.0,-27.0,-14.0,0.0,-0.15,-0.15,0.0,-0.15
Esteban Rolón,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Etrit Berisha,Goalkeeper,-4000000.0,-2.0,-26.0,-26.0,-2453.0,-27.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0
Everton Luiz,Midfield,0.0,0.0,17.0,10.0,729.0,8.1,8.0,2.0,10.0,7.0,1.0,1.0,-1.0,0.0,16.0,17.0,88.0,0.53,0.13,0.66,0.46,0.59
Ezequiel Garay,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Muñoz,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Schelotto,Defender,35500000.0,-5.0,10.0,12.0,1213.0,13.500000000000002,2.0,1.0,3.0,2.0,0.0,0.0,-1.0,0.0,74.0,115.0,159.0,0.07,0.04,0.11,0.07,0.11
Fabian Delph,Midfield,-3000000.0,6.0,7.0,6.0,636.0,7.099999999999998,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,104.0,-34.0,-0.010000000000000002,0.009999999999999995,-0.010000000000000009,-0.010000000000000002,-0.010000000000000009
Fabian Johnson,Attack,500000.0,4.0,10.0,1.0,229.0,2.5,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,-2.0,2.0,57.0,-0.06,0.52,0.46,-0.06,0.46
Fabian Lustenberger,Defender,15500000.0,-3.0,12.0,17.0,1567.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-3.0,0.0,0.0,0.0,0.0,0.0
Fabian Schär,Defender,34000000.0,0.0,9.0,8.0,737.0,8.099999999999998,4.0,8.0,12.0,4.0,0.0,0.0,-6.0,0.0,138.0,95.0,220.0,0.09999999999999999,0.21999999999999997,0.32999999999999996,0.09999999999999999,0.32999999999999996
Fabinho,Midfield,-42000000.0,9.0,-7.0,-10.0,-1030.0,-11.399999999999999,-5.0,-1.0,-6.0,-1.0,-4.0,-4.0,-4.0,0.0,7.0,-151.0,10.0,-0.12,0.0,-0.10999999999999999,0.0,0.0
Fabio Borini,Attack,-6150000.0,-3.0,-20.0,-13.0,-1046.0,-11.599999999999998,-2.0,-3.0,-5.0,-2.0,0.0,0.0,-5.0,0.0,-29.0,-49.0,-157.0,-0.11,-0.17,-0.28,-0.11,-0.28
Fabio Ceravolo,Attack,4000000.0,-9.0,17.0,15.0,1417.0,15.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,32.0,-3.0,0.0,0.0,0.0,0.0,0.0
Fabio Depaoli,Defender,-500000.0,11.0,-17.0,-13.0,-1169.0,-12.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-15.0,-32.0,-37.0,0.0,0.0,0.0,0.0,0.0
Fabio Pisacane,Defender,6300000.0,-7.0,0.0,-3.0,-85.0,-0.8999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,25.0,-29.0,92.0,0.0,0.0,0.0,0.0,0.0
Fabio Quagliarella,Attack,7000000.0,-8.0,-3.0,-2.0,-155.0,-1.6999999999999993,-13.0,-1.0,-14.0,-6.0,-7.0,-8.0,2.0,1.0,37.0,110.0,-27.0,-0.42000000000000004,-0.03,-0.44000000000000006,-0.19000000000000003,-0.21000000000000008
Fabián Orellana,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrizio Cacciatore,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Píriz,Midfield,1500000.0,-2.0,-7.0,-3.0,-434.0,-4.9,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,14.0,-2.0,39.0,0.0,0.24,0.24,0.0,0.24
Facundo Roncaglia,Defender,5000000.0,-3.0,-9.0,-5.0,-438.0,-4.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-27.0,-1.0,0.0,0.0,0.0,0.0,0.0
Faitout Maouassa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayçal Fajr,Midfield,2500000.0,-3.0,-8.0,-18.0,-1504.0,-16.7,2.0,-4.0,-2.0,2.0,0.0,-1.0,-2.0,0.0,-11.0,-85.0,15.0,0.27,-0.15,0.12,0.27,0.12
Federico Bernardeschi,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Ceccherini,Defender,-2000000.0,6.0,-16.0,-16.0,-1382.0,-15.399999999999999,-1.0,2.0,1.0,-1.0,0.0,0.0,-2.0,-1.0,22.0,-23.0,64.0,-0.03,0.1,0.07,-0.03,0.07
Federico Chiesa,Attack,-47000000.0,3.0,-35.0,-34.0,-2958.0,-32.9,-6.0,-4.0,-10.0,-6.0,0.0,0.0,-7.0,0.0,-164.0,-106.0,-334.0,-0.18,-0.12,-0.3,-0.18,-0.3
Federico Di Francesco,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fernández,Defender,7000000.0,2.0,7.0,7.0,633.0,7.099999999999998,2.0,0.0,2.0,2.0,0.0,0.0,-1.0,1.0,34.0,63.0,9.0,0.05,0.0,0.039999999999999994,0.05,0.039999999999999994
Federico Mattiello,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Peluso,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Valverde,Midfield,-5900000.0,8.0,-23.0,-12.0,-1232.0,-13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-66.0,-51.0,0.0,0.0,0.0,0.0,0.0
Federico Viviani,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe,Defender,-10000000.0,-7.0,22.0,20.0,1878.0,20.799999999999997,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.0,33.0,-1.0,0.08,0.04,0.12,0.08,0.12
Felipe Anderson,Attack,-33500000.0,0.0,6.0,15.0,940.0,10.499999999999998,-4.0,-5.0,-9.0,-4.0,0.0,0.0,1.0,0.0,-36.0,-24.0,-22.0,-0.31,-0.42000000000000004,-0.73,-0.31,-0.73
Felipe Caicedo,Attack,3500000.0,-6.0,0.0,18.0,1061.0,11.8,-3.0,-1.0,-4.0,-3.0,0.0,0.0,1.0,0.0,50.0,30.0,93.0,-0.38,-0.2,-0.58,-0.38,-0.58
Felix Klaus,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferland Mendy,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernandinho,Midfield,18000000.0,-11.0,0.0,1.0,137.0,1.5,2.0,-1.0,1.0,-1.0,3.0,3.0,1.0,0.0,-8.0,-129.0,121.0,0.04999999999999999,-0.03,0.020000000000000018,-0.04000000000000001,-0.07
Fernando Llorente,Attack,-4000000.0,3.0,9.0,9.0,936.0,10.4,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,109.0,87.0,165.0,0.08000000000000002,0.23,0.30999999999999994,0.08000000000000002,0.30999999999999994
Fernando Pacheco,Goalkeeper,-16000000.0,4.0,-34.0,-34.0,-3113.0,-34.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Filip Helander,Defender,12500000.0,-2.0,8.0,2.0,62.0,0.6999999999999993,10.0,1.0,11.0,6.0,4.0,4.0,0.0,0.0,85.0,-12.0,218.0,0.35,0.04,0.39,0.21,0.25
Filip Kostić,Midfield,-7500000.0,4.0,-8.0,-6.0,-503.0,-5.600000000000001,-5.0,-1.0,-6.0,-5.0,0.0,-2.0,1.0,0.0,-55.0,16.0,-117.0,-0.18,-0.04,-0.22,-0.18,-0.22
Filipe Luís,Defender,-10000000.0,-1.0,-19.0,-18.0,-1569.0,-17.4,-1.0,-2.0,-3.0,-1.0,0.0,0.0,-4.0,0.0,-62.0,-102.0,-93.0,-0.05,-0.11,-0.16,-0.05,-0.16
Filippo Costa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filippo Romagna,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fin Bartels,Attack,-2000000.0,2.0,0.0,-8.0,-583.0,-6.5,-2.0,-3.0,-5.0,-2.0,0.0,0.0,3.0,1.0,-17.0,-11.0,-90.0,-0.16,-0.24,-0.4,-0.16,-0.4
Flavien Tait,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Balmont,Midfield,4750000.0,-16.0,6.0,18.0,1566.0,17.4,2.0,-3.0,-1.0,2.0,0.0,0.0,2.0,0.0,-1.0,-1.0,-18.0,0.009999999999999995,-0.31,-0.31,0.009999999999999995,-0.31
Florent Hadergjonaj,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Mollet,Attack,63000000.0,-4.0,7.0,-8.0,-376.0,-4.199999999999999,0.0,2.0,2.0,0.0,0.0,0.0,-4.0,0.0,0.0,-44.0,31.0,0.15999999999999998,0.2,0.36,0.14,0.33
Florian Grillitsch,Midfield,2000000.0,6.0,5.0,9.0,735.0,8.100000000000001,-1.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,0.0,-19.0,-52.0,-33.0,-0.05,-0.07,-0.11000000000000001,-0.05,-0.11000000000000001
Florian Kainz,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Lejeune,Defender,-6000000.0,0.0,-17.0,-19.0,-1714.0,-19.099999999999998,0.0,-2.0,-2.0,0.0,0.0,0.0,-3.0,0.0,-11.0,-53.0,20.0,0.0,-0.09,-0.09,0.0,-0.09
Florian Müller,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Niederlechner,Attack,65500000.0,3.0,19.0,12.0,1089.0,12.100000000000001,6.0,3.0,9.0,5.0,1.0,0.0,3.0,0.0,62.0,47.0,168.0,0.14,0.15,0.29000000000000004,0.08999999999999997,0.24
Florian Thauvin,Attack,-42000000.0,8.0,-33.0,-35.0,-2926.0,-32.5,-22.0,-11.0,-33.0,-19.0,-3.0,-4.0,-7.0,0.0,-192.0,-203.0,-325.0,-0.67,-0.34,-1.01,-0.58,-0.92
Florin Andone,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,Defender,3000000.0,7.0,0.0,-6.0,-477.0,-5.300000000000001,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,-19.0,-2.0,-2.0,0.23,0.23,0.46,0.23,0.46
Fouad Chafik,Defender,2000000.0,-3.0,-11.0,-10.0,-896.0,-9.899999999999999,1.0,-2.0,-1.0,0.0,1.0,1.0,-3.0,0.0,-5.0,-31.0,-15.0,0.13,-0.11,0.020000000000000004,0.0,-0.11
Fousseni Diabaté,Attack,-1000000.0,9.0,8.0,14.0,1221.0,13.600000000000001,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,10.0,48.0,-16.0,0.0,-0.15,-0.15,0.0,-0.15
Francesco Acerbi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Cassata,Midfield,6500000.0,4.0,26.0,30.0,2437.0,27.1,10.0,4.0,14.0,10.0,0.0,0.0,-2.0,0.0,96.0,81.0,226.0,0.14,0.12,0.26999999999999996,0.14,0.26999999999999996
Francesco Magnanelli,Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Rossi,Goalkeeper,1350000.0,5.0,27.0,28.0,2217.0,24.599999999999998,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,3.0,72.0,5.0,0.04,0.0,0.04,0.04,0.04
Francesco Vicari,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Zampano,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francis Coquelin,Midfield,-12500000.0,1.0,21.0,21.0,1964.0,21.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,59.0,71.0,77.0,0.0,0.13,0.13,0.0,0.13
Francis Guerrero,Defender,22500000.0,4.0,5.0,4.0,252.0,2.8000000000000007,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-12.0,64.0,-76.0,-0.01999999999999999,0.07,0.05000000000000002,-0.01999999999999999,0.05000000000000002
Francisco Portillo,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Kessié,Midfield,-10000000.0,4.0,-7.0,-11.0,-1198.0,-13.299999999999997,5.0,4.0,9.0,8.0,-3.0,-4.0,-6.0,0.0,4.0,-142.0,-19.0,0.3,0.19,0.48,0.38,0.5700000000000001
Franck Ribéry,Attack,-1500000.0,-11.0,-4.0,-2.0,-4.0,-0.09999999999999964,-4.0,0.0,-4.0,-5.0,1.0,1.0,3.0,1.0,-75.0,-52.0,-163.0,-0.29,0.009999999999999995,-0.30000000000000004,-0.37,-0.37
Franck Tabanou,Defender,18000000.0,-2.0,20.0,13.0,1267.0,14.1,8.0,-1.0,7.0,8.0,0.0,1.0,-2.0,0.0,27.0,45.0,160.0,0.31,-0.13,0.17999999999999997,0.31,0.17999999999999997
Franco Di Santo,Attack,32500000.0,3.0,5.0,13.0,1496.0,16.6,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,0.0,-7.0,96.0,-119.0,-0.05,0.009999999999999995,-0.04999999999999999,0.0,0.010000000000000009
Franco Vázquez,Attack,4000000.0,-1.0,2.0,10.0,1012.0,11.3,-2.0,-5.0,-7.0,-2.0,0.0,0.0,0.0,0.0,-50.0,-33.0,-174.0,-0.14,-0.26,-0.4,-0.14,-0.4
François Kamano,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
François Moubandje,Defender,-1000000.0,-6.0,-13.0,-14.0,-1160.0,-12.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-20.0,-67.0,-53.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,Goalkeeper,-5000000.0,-3.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Frédéric Sammaritano,Attack,19000000.0,-3.0,-18.0,-8.0,-783.0,-8.7,3.0,-3.0,0.0,3.0,0.0,0.0,-1.0,0.0,-13.0,-36.0,-83.0,0.42,-0.10999999999999999,0.31000000000000005,0.42,0.31000000000000005
Félix Eboa Eboa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Jesus,Attack,-79000000.0,10.0,-17.0,-11.0,-922.0,-10.2,-13.0,-2.0,-15.0,-13.0,0.0,-2.0,-4.0,0.0,-22.0,-24.0,-179.0,-0.7,-0.04000000000000001,-0.74,-0.7,-0.74
Gabriel Mercado,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paulista,Defender,-10000000.0,-1.0,-9.0,-17.0,-1553.0,-17.2,6.0,2.0,8.0,6.0,0.0,0.0,-5.0,-1.0,26.0,-13.0,108.0,0.52,0.17,0.7,0.52,0.7
Gabriel Silva,Defender,3500000.0,2.0,-17.0,-19.0,-1673.0,-18.6,0.0,-2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-34.0,-91.0,-83.0,0.18,-0.09,0.09,0.18,0.09
Gaku Shibasaki,Midfield,52000000.0,-6.0,14.0,24.0,2088.0,23.199999999999996,-1.0,0.0,-1.0,-1.0,0.0,0.0,2.0,0.0,-12.0,-28.0,-45.0,-0.09,0.0,-0.09,-0.09,-0.09
Ganso,Attack,1500000.0,-2.0,14.0,14.0,1213.0,13.399999999999999,-1.0,1.0,0.0,-1.0,0.0,0.0,7.0,0.0,44.0,81.0,2.0,-0.3,0.05,-0.24999999999999997,-0.3,-0.24999999999999997
Gareth Bale,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Cahill,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastón Ramírez,Attack,10000000.0,-3.0,-1.0,-1.0,240.0,2.6999999999999993,3.0,-3.0,0.0,3.0,0.0,0.0,-7.0,0.0,-11.0,-86.0,6.0,0.1,-0.13,-0.03999999999999998,0.1,-0.03999999999999998
Gaël Kakuta,Attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
